Amplitude
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
5.87744
