data length,16384
frequency,1000.000000000
amp,20.000000000
offset,0.000000000
phase,0.000000000







xpos,value
0.000000e+000,0.00000
6.103516e-008,0.00000
1.220703e-007,0.00000
1.831055e-007,0.00000
2.441406e-007,0.00000
3.051758e-007,0.00000
3.662109e-007,0.00000
4.272461e-007,0.00000
4.882813e-007,0.00000
5.493164e-007,0.00000
6.103515e-007,0.00000
6.713867e-007,0.00000
7.324219e-007,0.00000
7.934570e-007,0.00000
8.544922e-007,0.00000
9.155273e-007,0.00000
9.765625e-007,0.00000
1.037598e-006,0.00000
1.098633e-006,0.00000
1.159668e-006,0.00000
1.220703e-006,0.00000
1.281738e-006,0.00000
1.342773e-006,0.00000
1.403809e-006,0.00000
1.464844e-006,5.04178
1.525879e-006,5.04178
1.586914e-006,5.04178
1.647949e-006,5.04178
1.708984e-006,5.04178
1.770019e-006,5.04178
1.831055e-006,5.04178
1.892090e-006,5.04178
1.953125e-006,5.04178
2.014160e-006,5.04178
2.075195e-006,5.04178
2.136230e-006,5.04178
2.197266e-006,5.04178
2.258301e-006,5.04178
2.319336e-006,5.04178
2.380371e-006,5.04178
2.441406e-006,5.04178
2.502441e-006,5.04178
2.563477e-006,5.04178
2.624512e-006,5.04178
2.685547e-006,5.04178
2.746582e-006,5.04178
2.807617e-006,5.04178
2.868652e-006,5.04178
2.929688e-006,5.04178
2.990723e-006,5.04178
3.051758e-006,5.04178
3.112793e-006,5.04178
3.173828e-006,5.04178
3.234863e-006,5.04178
3.295899e-006,5.04178
3.356934e-006,5.04178
3.417969e-006,5.04178
3.479004e-006,5.04178
3.540039e-006,5.04178
3.601074e-006,5.04178
3.662109e-006,5.04178
3.723145e-006,5.04178
3.784180e-006,5.04178
3.845215e-006,5.04178
3.906250e-006,5.04178
3.967285e-006,5.04178
4.028320e-006,5.04178
4.089356e-006,5.04178
4.150391e-006,5.04178
4.211426e-006,5.04178
4.272461e-006,5.04178
4.333496e-006,5.04178
4.394531e-006,5.04178
4.455566e-006,5.04178
4.516602e-006,5.04178
4.577637e-006,5.04178
4.638672e-006,5.04178
4.699707e-006,5.04178
4.760742e-006,5.04178
4.821778e-006,5.04178
4.882812e-006,5.04178
4.943848e-006,5.04178
5.004883e-006,5.04178
5.065918e-006,5.04178
5.126953e-006,5.04178
5.187988e-006,5.04178
5.249024e-006,5.04178
5.310058e-006,5.04178
5.371094e-006,5.04178
5.432129e-006,5.04178
5.493164e-006,5.04178
5.554199e-006,5.04178
5.615234e-006,5.04178
5.676270e-006,5.04178
5.737304e-006,5.04178
5.798340e-006,5.04178
5.859375e-006,5.04178
5.920410e-006,5.04178
5.981445e-006,5.04178
6.042480e-006,5.04178
6.103516e-006,5.04178
6.164551e-006,5.04178
6.225586e-006,5.04178
6.286621e-006,5.04178
6.347656e-006,5.04178
6.408691e-006,5.04178
6.469726e-006,5.04178
6.530762e-006,5.04178
6.591797e-006,5.04178
6.652832e-006,5.04178
6.713867e-006,5.04178
6.774902e-006,5.04178
6.835938e-006,5.04178
6.896973e-006,5.04178
6.958008e-006,5.04178
7.019043e-006,5.04178
7.080078e-006,5.04178
7.141113e-006,5.04178
7.202148e-006,5.04178
7.263184e-006,5.04178
7.324219e-006,5.04178
7.385254e-006,5.04178
7.446289e-006,5.04178
7.507324e-006,5.04178
7.568359e-006,5.04178
7.629395e-006,5.04178
7.690430e-006,5.04178
7.751465e-006,5.04178
7.812500e-006,5.04178
7.873535e-006,5.04178
7.934570e-006,5.04178
7.995605e-006,5.04178
8.056641e-006,5.04178
8.117676e-006,5.04178
8.178711e-006,5.04178
8.239746e-006,5.04178
8.300782e-006,5.04178
8.361816e-006,5.04178
8.422851e-006,5.04178
8.483887e-006,5.04178
8.544922e-006,5.04178
8.605957e-006,5.04178
8.666992e-006,5.04178
8.728028e-006,5.04178
8.789062e-006,5.04178
8.850097e-006,5.04178
8.911133e-006,5.04178
8.972168e-006,5.04178
9.033203e-006,5.04178
9.094239e-006,5.04178
9.155274e-006,5.04178
9.216308e-006,5.04178
9.277343e-006,5.04178
9.338379e-006,5.04178
9.399414e-006,5.04178
9.460449e-006,5.04178
9.521485e-006,5.04178
9.582520e-006,5.04178
9.643555e-006,5.04178
9.704590e-006,5.04178
9.765625e-006,5.04178
9.826660e-006,5.04178
9.887695e-006,5.04178
9.948731e-006,5.04178
1.000977e-005,5.04178
1.007080e-005,5.04178
1.013184e-005,5.04178
1.019287e-005,5.04178
1.025391e-005,5.04178
1.031494e-005,5.04178
1.037598e-005,5.04178
1.043701e-005,5.04178
1.049805e-005,5.04178
1.055908e-005,5.04178
1.062012e-005,5.04178
1.068115e-005,5.04178
1.074219e-005,5.04178
1.080322e-005,5.04178
1.086426e-005,5.04178
1.092529e-005,5.04178
1.098633e-005,5.04178
1.104736e-005,5.04178
1.110840e-005,5.04178
1.116943e-005,5.04178
1.123047e-005,5.04178
1.129150e-005,5.04178
1.135254e-005,5.04178
1.141357e-005,5.04178
1.147461e-005,5.04178
1.153564e-005,5.04178
1.159668e-005,5.04178
1.165771e-005,5.04178
1.171875e-005,5.04178
1.177979e-005,5.04178
1.184082e-005,5.04178
1.190186e-005,5.04178
1.196289e-005,5.04178
1.202393e-005,5.04178
1.208496e-005,5.04178
1.214600e-005,5.04178
1.220703e-005,5.04178
1.226807e-005,5.04178
1.232910e-005,5.04178
1.239014e-005,5.04178
1.245117e-005,4.98607
1.251221e-005,4.98607
1.257324e-005,4.98607
1.263428e-005,4.98607
1.269531e-005,4.98607
1.275635e-005,4.98607
1.281738e-005,4.98607
1.287842e-005,4.98607
1.293945e-005,4.98607
1.300049e-005,4.98607
1.306152e-005,4.98607
1.312256e-005,4.98607
1.318359e-005,4.98607
1.324463e-005,4.98607
1.330566e-005,4.98607
1.336670e-005,4.98607
1.342773e-005,4.98607
1.348877e-005,4.98607
1.354980e-005,4.98607
1.361084e-005,4.98607
1.367188e-005,4.98607
1.373291e-005,4.98607
1.379395e-005,4.98607
1.385498e-005,4.98607
1.391602e-005,4.98607
1.397705e-005,4.98607
1.403809e-005,4.98607
1.409912e-005,4.98607
1.416016e-005,4.98607
1.422119e-005,4.98607
1.428223e-005,4.98607
1.434326e-005,4.98607
1.440430e-005,4.98607
1.446533e-005,4.98607
1.452637e-005,4.98607
1.458740e-005,4.98607
1.464844e-005,4.98607
1.470947e-005,4.98607
1.477051e-005,4.98607
1.483154e-005,4.98607
1.489258e-005,4.98607
1.495361e-005,4.98607
1.501465e-005,4.98607
1.507568e-005,4.98607
1.513672e-005,4.98607
1.519775e-005,4.98607
1.525879e-005,4.98607
1.531982e-005,4.98607
1.538086e-005,4.98607
1.544189e-005,4.98607
1.550293e-005,4.98607
1.556396e-005,4.98607
